,date,open,high,low,close,cje,volume,change,code,position,short_window,long_window,s-l,a50
26,2015/1/9,0.612,0.662,0.608,0.612,231.76,366803600,,strategy3data,0,0.5909,0.5446,0.0463,11282.5
27,2015/1/12,0.608,0.624,0.595,0.617,143.52,235554800,,strategy3data,0,0.602,0.551566667,0.050433333,11305
28,2015/1/13,0.616,0.627,0.611,0.621,88.79,143079400,,strategy3data,0,0.6084,0.5573,0.0511,11167.5
29,2015/1/14,0.621,0.628,0.608,0.614,76.22,123224600,,strategy3data,0,0.6139,0.562466667,0.051433333,11152.5
30,2015/1/15,0.613,0.651,0.601,0.65,128.8,206167900,,strategy3data,0,0.6239,0.5673,0.0566,11655
31,2015/1/16,0.652,0.658,0.642,0.651,132.68,203622500,,strategy3data,0,0.6308,0.5707,0.0601,11632.5
32,2015/1/19,0.586,0.62,0.586,0.586,172.8,289172800,,strategy3data,0,0.6254,0.5701,0.0553,10152.5
33,2015/1/20,0.581,0.603,0.58,0.591,127.94,216019300,,strategy3data,0,0.6188,0.568933333,0.049866667,10530
34,2015/1/21,0.595,0.623,0.586,0.618,142.49,235619500,,strategy3data,0,0.6171,0.5692,0.0479,11137.5
35,2015/1/22,0.62,0.626,0.613,0.62,110.76,178659800,,strategy3data,0,0.618,0.571566667,0.046433333,11025
36,2015/1/23,0.62,0.629,0.615,0.617,104.93,168419300,,strategy3data,0,0.6185,0.574366667,0.044133333,11252.5
37,2015/1/26,0.621,0.624,0.616,0.624,69.55,111955600,,strategy3data,0,0.6192,0.578266667,0.040933333,11262.5
38,2015/1/27,0.622,0.623,0.594,0.608,102.24,168619400,,strategy3data,0,0.6179,0.581566667,0.036333333,11055
39,2015/1/28,0.598,0.607,0.592,0.593,64.88,108818700,,strategy3data,0,0.6158,0.584666667,0.031133333,10967.5
40,2015/1/29,0.585,0.59,0.58,0.581,55.12,94362200,,strategy3data,0,0.6089,0.586533333,0.022366667,10777.5
41,2015/1/30,0.588,0.596,0.576,0.583,58.43,99682500,,strategy3data,0,0.6021,0.588166667,0.013933333,10495
42,2015/2/2,0.574,0.584,0.57,0.57,49.53,86424100,,strategy3data,0,0.6005,0.589733333,0.010766667,10340
43,2015/2/3,0.578,0.592,0.569,0.59,66.67,115112800,,strategy3data,0,0.6004,0.592166667,0.008233333,10640
44,2015/2/4,0.588,0.597,0.58,0.58,57.34,97302700,,strategy3data,0,0.5966,0.594266667,0.002333333,10435
45,2015/2/5,0.603,0.607,0.576,0.576,89.49,151336200,,strategy3data,0,0.5922,0.596466667,-0.004266667,10300
46,2015/2/6,0.575,0.575,0.547,0.551,62.12,110961700,,strategy3data,0,0.5856,0.598333333,-0.012733333,10237.5
47,2015/2/9,0.548,0.563,0.546,0.557,42.4,76214600,,strategy3data,0,0.5789,0.600033333,-0.021133333,10440
48,2015/2/10,0.556,0.573,0.552,0.573,51.91,91917300,,strategy3data,0,0.5754,0.600566667,-0.025166667,10582.5
49,2015/2/11,0.577,0.586,0.575,0.583,44.85,77166600,,strategy3data,0,0.5744,0.601366667,-0.026966667,10550
50,2015/2/12,0.583,0.587,0.577,0.583,36.9,63360200,,strategy3data,0,0.5746,0.602466667,-0.027866667,10650
51,2015/2/13,0.583,0.609,0.583,0.595,72.63,121830200,,strategy3data,0,0.5758,0.6029,-0.0271,10707.5
52,2015/2/16,0.594,0.601,0.592,0.6,42.22,70654400,,strategy3data,0,0.5788,0.601566667,-0.022766667,10795
53,2015/2/17,0.601,0.612,0.601,0.608,74.78,123027800,,strategy3data,0,0.5806,0.599933333,-0.019333333,10780
54,2015/2/25,0.609,0.611,0.588,0.591,47.89,80238100,,strategy3data,0,0.5817,0.598466667,-0.016766667,10607.5
55,2015/2/26,0.589,0.61,0.586,0.61,65.15,108543100,,strategy3data,0,0.5851,0.598433333,-0.013333333,10900
56,2015/2/27,0.61,0.617,0.606,0.613,64.23,104828900,,strategy3data,0,0.5913,0.598466667,-0.007166667,10872.5
57,2015/3/2,0.619,0.635,0.616,0.63,95.03,151970000,,strategy3data,0,0.5986,0.5989,-0.0003,10887.5
58,2015/3/3,0.626,0.626,0.602,0.603,61.36,100197100,,strategy3data,0,0.6016,0.5983,0.0033,10532.5
59,2015/3/4,0.603,0.613,0.596,0.609,51.34,84794600,,strategy3data,0,0.6042,0.598133333,0.006066667,10432.5
60,2015/3/5,0.605,0.607,0.596,0.6,38.34,63912300,,strategy3data,0,0.6059,0.596466667,0.009433333,10252.5
61,2015/3/6,0.599,0.606,0.59,0.591,39.43,66025900,,strategy3data,0,0.6055,0.594466667,0.011033333,10270
62,2015/3/9,0.585,0.602,0.576,0.6,50.39,85614600,,strategy3data,0,0.6055,0.594933333,0.010566667,10522.5
63,2015/3/10,0.596,0.605,0.595,0.599,37.29,62147000,,strategy3data,0,0.6046,0.5952,0.0094,10350
64,2015/3/11,0.599,0.609,0.594,0.597,42.49,70556100,,strategy3data,0,0.6052,0.5945,0.0107,10470
65,2015/3/12,0.598,0.607,0.597,0.606,53.46,88634500,,strategy3data,0,0.6048,0.594033333,0.010766667,10802.5
66,2015/3/13,0.608,0.62,0.606,0.612,69.05,112400700,,strategy3data,0,0.6047,0.593866667,0.010833333,10857.5
67,2015/3/16,0.616,0.645,0.614,0.643,123.96,196766300,,strategy3data,0,0.606,0.5945,0.0115,11165
68,2015/3/17,0.65,0.659,0.645,0.652,111.9,171585000,,strategy3data,0,0.6109,0.595966667,0.014933333,11262.5
69,2015/3/18,0.66,0.695,0.652,0.695,129.72,193069800,,strategy3data,0,0.6195,0.599366667,0.020133333,11535
70,2015/3/19,0.696,0.735,0.686,0.714,215.68,302505400,,strategy3data,0,0.6309,0.6038,0.0271,11470
71,2015/3/20,0.71,0.733,0.701,0.718,122.86,172102900,,strategy3data,0,0.6436,0.6083,0.0353,11755
72,2015/3/23,0.72,0.74,0.712,0.731,165.38,226825200,,strategy3data,0,0.6567,0.613666667,0.043033333,11850
73,2015/3/24,0.729,0.732,0.695,0.717,162.92,227091100,,strategy3data,0,0.6685,0.6179,0.0506,11627.5
74,2015/3/25,0.71,0.718,0.697,0.705,98.99,139915200,,strategy3data,0,0.6793,0.622066667,0.057233333,11560
75,2015/3/26,0.699,0.715,0.69,0.699,72.14,102830200,,strategy3data,0,0.6886,0.626166667,0.062433333,11632.5
76,2015/3/27,0.701,0.717,0.7,0.713,80.54,113556600,,strategy3data,0,0.6987,0.631566667,0.067133333,11737.5
77,2015/3/30,0.713,0.766,0.713,0.761,132.91,179741800,,strategy3data,0,0.7105,0.638366667,0.072133333,12112.35
78,2015/3/31,0.775,0.816,0.753,0.758,149.91,190500000,,strategy3data,0,0.7211,0.644533333,0.076566667,11895
79,2015/4/1,0.757,0.796,0.755,0.785,103.01,132065000,,strategy3data,0,0.7301,0.651266667,0.078833333,12112.5
80,2015/4/2,0.792,0.801,0.761,0.786,108.23,138107700,,strategy3data,0,0.7373,0.658033333,0.079266667,12010
81,2015/4/3,0.781,0.795,0.775,0.793,95.64,121714200,,strategy3data,0,0.7448,0.664633333,0.080166667,12232
82,2015/4/7,0.796,0.811,0.795,0.811,142.01,176915000,,strategy3data,0,0.7528,0.671666667,0.081133333,12455
83,2015/4/8,0.812,0.815,0.784,0.8,171.59,214986100,,strategy3data,0,0.7611,0.678066667,0.083033333,12617.5
84,2015/4/9,0.799,0.803,0.763,0.787,122.47,156730000,,strategy3data,0,0.7693,0.6846,0.0847,12487.5
85,2015/4/10,0.779,0.823,0.771,0.822,136.41,170131600,,strategy3data,0,0.7816,0.691666667,0.089933333,12815
86,2015/4/13,0.832,0.84,0.813,0.834,94.33,114047000,,strategy3data,0,0.7937,0.699033333,0.094666667,12995
87,2015/4/14,0.832,0.844,0.819,0.826,79.63,96261700,,strategy3data,0,0.8002,0.705566667,0.094633333,13030
88,2015/4/15,0.821,0.823,0.785,0.785,93.63,116350800,,strategy3data,0,0.8029,0.711633333,0.091266667,13177.5
89,2015/4/16,0.772,0.833,0.766,0.833,111.48,138035900,,strategy3data,0,0.8077,0.7191,0.0886,13945
90,2015/4/17,0.842,0.863,0.833,0.85,117.2,138772100,,strategy3data,0,0.8141,0.727433333,0.086666667,13960
91,2015/4/20,0.849,0.85,0.811,0.813,111.27,133474400,,strategy3data,0,0.8161,0.734833333,0.081266667,13507.5
92,2015/4/21,0.807,0.872,0.807,0.872,112.67,133303200,,strategy3data,0,0.8222,0.7439,0.0783,13905
93,2015/4/22,0.875,0.92,0.875,0.92,99.07,109662300,,strategy3data,0,0.8342,0.7546,0.0796,14175
94,2015/4/23,0.921,0.935,0.908,0.921,90.11,98080300,,strategy3data,0,0.8476,0.7654,0.0822,13877.5
95,2015/4/24,0.903,0.914,0.889,0.902,84.34,93500700,,strategy3data,0,0.8556,0.775266667,0.080333333,13935
96,2015/4/27,0.903,0.929,0.903,0.914,81.28,88886700,,strategy3data,0,0.8636,0.785333333,0.078266667,14340
97,2015/4/28,0.91,0.92,0.888,0.897,68.81,76409200,,strategy3data,0,0.8707,0.7938,0.0769,14410
98,2015/4/29,0.883,0.915,0.883,0.912,68.67,75920900,,strategy3data,0,0.8834,0.802466667,0.080933333,14316.85
99,2015/4/30,0.916,0.922,0.907,0.908,66.78,72853500,,strategy3data,0,0.8909,0.809566667,0.081333333,14005
100,2015/5/4,0.909,0.918,0.899,0.911,50.39,55367100,,strategy3data,0,0.897,0.816133333,0.080866667,14177.5
101,2015/5/5,0.909,0.909,0.87,0.882,65.7,74053100,,strategy3data,0,0.9039,0.8216,0.0823,13632.5
102,2015/5/6,0.883,0.9,0.86,0.869,52.51,59271500,,strategy3data,0,0.9036,0.8262,0.0774,13535
103,2015/5/7,0.865,0.875,0.858,0.865,39.51,45683700,,strategy3data,0,0.8981,0.831133333,0.066966667,13280
104,2015/5/8,0.869,0.896,0.869,0.896,63.56,71917100,,strategy3data,0,0.8956,0.8375,0.0581,13417.5
105,2015/5/11,0.91,0.934,0.896,0.933,89.58,97884600,,strategy3data,0,0.8987,0.8453,0.0534,13657.5
106,2015/5/12,0.933,0.944,0.923,0.934,65.7,70504600,,strategy3data,0,0.9007,0.852666667,0.048033333,13615
107,2015/5/13,0.928,0.948,0.921,0.939,68.14,72762700,,strategy3data,0,0.9049,0.8586,0.0463,13325
108,2015/5/14,0.931,0.96,0.931,0.933,41.27,43763100,,strategy3data,0,0.907,0.864433333,0.042566667,13335
109,2015/5/15,0.932,0.934,0.897,0.91,40.04,44020600,,strategy3data,0,0.9072,0.8686,0.0386,13185
110,2015/5/18,0.902,0.913,0.897,0.898,32.37,35860600,,strategy3data,0,0.9059,0.872333333,0.033566667,12890
111,2015/5/19,0.898,0.958,0.897,0.958,68.63,73513400,,strategy3data,0,0.9135,0.877833333,0.035666667,13540
112,2015/5/20,0.96,1.054,0.96,1.035,118.61,115847400,,strategy3data,0,0.9301,0.8853,0.0448,13512.5
113,2015/5/21,1.03,1.139,1.026,1.139,126.81,114986400,,strategy3data,0,0.9575,0.8966,0.0609,13687.5
114,2015/5/22,1.16,1.253,1.16,1.253,188.95,157325800,,strategy3data,0,0.9932,0.912133333,0.081066667,14157.5
115,2015/5/25,1.15,1.233,1.15,1.198,265.45,221524300,,strategy3data,0,1.0197,0.924666667,0.095033333,14677.5
116,2015/5/26,1.175,1.222,1.138,1.2,421.43,356788900,,strategy3data,0,1.0463,0.936866667,0.109433333,14582.5
117,2015/5/27,1.208,1.221,1.158,1.2,306.01,255305000,,strategy3data,0,1.0724,0.949333333,0.123066667,14385
118,2015/5/28,1.188,1.221,1.08,1.08,216.28,185397600,,strategy3data,0,1.0871,0.959166667,0.127933333,13503.75
119,2015/5/29,1.08,1.14,1.035,1.111,170.78,155466600,,strategy3data,0,1.1072,0.968433333,0.138766667,13310
120,2015/6/1,1.107,1.222,1.101,1.222,180.94,154278200,,strategy3data,0,1.1396,0.980833333,0.158766667,13977.5
121,2015/6/2,1.222,1.305,1.2,1.287,192.1,154407200,,strategy3data,0,1.1725,0.996633333,0.175866667,13875
122,2015/6/3,1.287,1.305,1.22,1.27,151.21,119521800,,strategy3data,0,1.196,1.0099,0.1861,13775
123,2015/6/4,1.264,1.275,1.145,1.259,147.75,121602800,,strategy3data,0,1.208,1.0212,0.1868,14145
124,2015/6/5,1.265,1.29,1.22,1.263,125.27,98587000,,strategy3data,0,1.209,1.0326,0.1764,13955
125,2015/6/8,1.248,1.263,1.21,1.24,116.09,94441900,,strategy3data,0,1.2132,1.043866667,0.169333333,14797.5
126,2015/6/9,1.218,1.25,1.202,1.222,99.73,81441300,,strategy3data,0,1.2154,1.054133333,0.161266667,14500
127,2015/6/10,1.203,1.286,1.197,1.263,145.66,116759400,,strategy3data,0,1.2217,1.066333333,0.155366667,14295
128,2015/6/11,1.26,1.287,1.241,1.276,111.76,88279100,,strategy3data,0,1.2413,1.078466667,0.162833333,14290
129,2015/6/12,1.285,1.3,1.263,1.289,87.28,67749100,,strategy3data,0,1.2591,1.091166667,0.167933333,14500
130,2015/6/15,1.289,1.306,1.243,1.248,90.71,71415900,,strategy3data,0,1.2617,1.1024,0.1593,13877.5
131,2015/6/16,1.239,1.239,1.161,1.179,78.91,66176700,,strategy3data,0,1.2509,1.1123,0.1386,13490
132,2015/6/17,1.169,1.22,1.136,1.218,70.87,60210000,,strategy3data,0,1.2457,1.123933333,0.121766667,13580
133,2015/6/18,1.2,1.217,1.16,1.166,50.09,42176300,,strategy3data,0,1.2364,1.133966667,0.102433333,13110
134,2015/6/19,1.139,1.155,1.06,1.075,72.99,65405700,,strategy3data,0,1.2176,1.139933333,0.077666667,12555
135,2015/6/23,1.071,1.145,0.981,1.141,86.86,80605500,,strategy3data,0,1.2077,1.146866667,0.060833333,12945
136,2015/6/24,1.142,1.163,1.106,1.141,83.66,73454800,,strategy3data,0,1.1996,1.153766667,0.045833333,13182.5
137,2015/6/25,1.152,1.152,1.036,1.068,67.24,61314400,,strategy3data,0,1.1801,1.158066667,0.022033333,12845
138,2015/6/26,1,1.039,0.961,0.961,71.2,71726500,,strategy3data,0,1.1486,1.159,-0.0104,11895
139,2015/6/29,0.99,0.997,0.865,0.89,104.04,110510000,,strategy3data,0,1.1087,1.158333333,-0.049633333,11892.75
140,2015/6/30,0.89,0.979,0.85,0.979,103.04,110924100,,strategy3data,0,1.0818,1.161033333,-0.079233333,12410
141,2015/7/1,0.979,1.034,0.881,0.915,122.8,125601600,,strategy3data,0,1.0554,1.1596,-0.1042,11575
